-1,"There's no extra bathrooms in the building, unless you go to the reception area."
-1," Other than that it was okay, only five minutes from central station and walking distance to pubs etc. Would come back."
-1,"I stayed in the female dorm which is quite spacey and the beds are comfortable (you also have a small kitchen with a kettle and a microwave oven here)."
-1,", it´s kinda separated from the hostel and lack any atmosphere - no common room, the only time I have seen the staff was during check in and check out."
-1,"I also have a feeling that the room was not cleaned during my stay (3 nights)."
-1,"We even have to remove sheets from our beds when we were leaving which is something I think the staff should do."
1,"Few toilets for so many people."
2," Not so well located as I thought."
2,"Your Hostel is very nice,"
-1,"the shower in room B under the roof doesn't work properly."
1,"Someone should take care of this."
2,"It will be great to organize some (night) activities promoted by the hostel"
-1,"I had a great experience staying here, I would definitely choose the same place for my next trip to Amsterdam."
-1,"It's very cheap and good enough for the value of the money."
2,"we stayed in 20 mixed dorm first night which was great, the rest two nights we have been moved to female dorms which was just amazing!location-couldn't be better, staff-friendly, helpful, overall: I shall see you very soon!"
2,"This was one of the cheapest hostels in Amsterdam and I was definitely happy to choose it - overall it was a good experience."
-1,"The room (in the building next door) was spacious and comfortable, there's not a lot of privacy when getting in and out of the shower"
1,"(due to shared sink area and outlook into the room)"
1,"it seemed to work anyway."
-1,"Good facilities in room - fridge/freezer, microwave, dishes, lockers etc and towel was included."
1,"Helpful staff."
1,"Would recommend if on a budget."
2,"very nice place."
2,"great location!"
2,"nice and helpful staff."
2,"hot water and comfortable bed, that is all one need."
1,"."
3,"Great hostel, best in this city."
2,"They where really nice to me they help me a lot with some issues that i had and also hostel is really good located!!"
2,"You wont find something like that for the price!"
2,"hope to see you soon!"
-1,"4 flights of stairs up to the room wasn't ideal with a suitcase."
-1,"The room was so full they put mattresses of the floor for extra guests so there was 12 in and 10 person room."
2,"Very hot and stuffy in the room."
-1,"If u just want some where to sleep it will do"
-1,"not worth staying there if u want comfort or good atmosphere..."
-1,"The hostel is near the central station as well as the red light district and other popular spots."
2,"This is the best thing about it."
2,"The staff is nice and they have discount cards to some establishments."
-1,"The only downsides are 1."
-2,"There's no lift, and we stayed at the topmost floor, so lugging around our stuff was quite tiring."
1,"2."
1,"The wifi fluctuated."
-1,"The signal is not strong in the room; even in the common room it's pretty weak."
-1,"i spent a long weekend in amsterdam by myself and was very satisfied with aivengo!"
1,"central (=not quiet during night) location & nice staff!"
1,"i slept in a dorm with 9 other girls on the 3rd or 4th floor next door to the actual hostel."
1,"there was one bathroom for us,"
2,"it sufficed and was cleaned every day."
-1,"my bed was comfortable and there were enough sockets for everyone."
1,"i received a locker against a 10€ deposit payment (reimbursed upon departure)."
-1,"the stove is not in use due to safety reasons."
1,"Nice little twinroom at the top floor."
-1," The stairs are pretty doable (it's 6 floors"
-1,"it won't kill you UNLESS you travel with lots of luggage)."
-2," Bathroom cleaned, linen ok (you'll get bathtowels for free at private rooms), just don't expect for a high quality mattress!"
2,"Nice view from the shared kitchen."
2," Really great location, safe for solo travelers , and easy to get to."
-1,"Staff was ok (not the smiliest people in the world),"
1,"they'll provide you whatever info you ask and a city map."
-1,"Not a bad place, to stay a night or two."
1,"Could replace the blankets with something warmer."
2,"The guy at reception was really friendly and helpful."
2,"Location is excellent... :)"
1,", the stay would have much better if it has a good mattress, a blanket with cover and of course some extra socket plugs."
-1,"There were just two socket plugs for 20 people and you can imagine how late night you need to stay just to charge your mobile/laptop."
1,":("
2,"The hostel is very well located, the staff is friendly and helpfull."
-1," The only inconvenient is that there is no elevator and the are too many floor with rooms."
-1,"I had to go up to the 5th floor with may baggage and it wasn't easy."
-1,"Location: the hostel is 5 minutes walking from the central station + you can reach all main attractions by walking."
2," Staff: The girl at check-in was kind and nice."
-1,"the guy at check out was very rude + we couldn't leave our luggage as promised We booked a 4-beds room with private bathroom, that was not in the same building ("
1,"very close to it though)"
-1," The room was very basic furnished (2 bunk beds, a dirty sofa) at ground floor, no windows, and a tiny washbasin."
2,"was very nice..."
3,"This is my favorite hostel."
-1,"Wifi is fast (versus non-existent you would find elsewhere), it's a short walk from train station, the main sales point for me was the quality of people are far superior than what you will find elsewhere irregardless of price in this town."
1,"very average hostel"
2,"for a reasonable price."
-1,"need to bring a blanket as what they provide is a very thin fleece blanket that isn't long enough to cover taller person's feet."
2,"Good location and cheap so was happy with the hostel and would go back."
1,"in the rooms there wasn't 6 beds"
1,"8!!!"
-1,"one of this was on the floor and it was too dirty!!"
-2,"Literally just a bed/shower and toilet in the city (no kitchen, no common room) very disappointing."
1,"That said"
2,"very clean nice big rooms ("
-1,"lack of power points in the place)."
-1,"There is also a curfew which would have been nice to know so don't have many late nights."
2,"good location"
1,"there are better hostels out there."
-1,"A pretty basic hostel, an inexpensive no frills place to sleep in a good location."
-1,"Easy to get to from the main train station, and then easy to get from here to all of the action."
-1,"Absolutely no common room to meet people, and the people in the dorms don't seem like they're there to meet fellow travelers."
2,"If you're already with a group of friends and don't need to meet people, its a pretty good option considering its affordability and quality of cleanliness/facilities."
-1,"Easily the worst hostel I have stayed at in 4 months of European travel."
-1,"It is rather cheap for Amsterdam,"
-1,"the 20 bed dorm legitimately looked like hospital ward, there was no kitchen and no common area whatsoever."
-1,"Staff also allowed 2 guys in who grabbed a group of peoples phones that were on charge and then stole them."
-1,"The only place to hang out was in the hospital dorm or hallway."
-2,"Extremely disappointing, kinda ruined my time in Amsterdam."
2,"we had the double room - private bathroom and it was amazing."
-1,"this made us forget the fact that the room was not ready at 12am."
2,"Overall it's an okay place, the staff are kind and they maintain it well."
2,"Showers are warm, lots of washrooms."
-2,"  I felt the lack of a kitchen was a big drawback (there is only a microwave and a bar fridge) and also a lack of common space - there aren't really any good areas to just hang out with people."
-1,"Also sleeping in a 20 bed dorm is quite the experience - bring your earplugs!"
-1,"And they don't have anywhere to store luggage."
2,"  In the end, location is fantastic"
2,", and price is right."
3,"I really enjoyed my staying in Aivengo hostel."
-1,"It almost became my home for this 2 weeks) When I return to Amsterdam, I would like to stay there again."
-1,"i do not recommend booking this hostel."
1," 1."
-1,"they wrote,their free wifi will work in all their rooms - no, it didn´t work!"
1," 2."
-1,"there is no privacy."
-1,"no door in the bathroom,so that all the rest 9 girls in your room watch you drying yourself with a towel,or you must do it in a 1x1m shower cabin, cleaning the walls with your towel."
1," 3."
-1,"the staircase up is horrible especially if you have a suitcase."
1," 4."
-1,"a man-worker was walking through our room every day 2 times without nocking."
-1," 5."
-1,"not 35e worth!"
2,"A very friendly crew...plus the location is perfect near by Ams central/main station"
-2,"The staff is very unfriendly, you have to pay for towels,housekeeping was poor, the bathrooms are tiny and if you´re cold at the night you can´t ask for another extra blanket because the manager doesn´t feel like doing it."
1,"If you only want to stay a few days in the city it´s ok"
1,"if you´re thinking to stay more than three days isn´t worth it."
-1,"The lockers in the room are unsafe, two of my room mates lost cash and one room mate lost her credit card on the first day I arrive."
1,"Too many people able to access the rooms, other than the ten ladies staying in it."
-1,"No sense of security."
-1,"Toilet seats with lids would be nice, a staff member could have been friendlier, some warmer blankets could have helped."
1,"Lacked atmosphere."
-1,"Only complaint is bathroom: 1 bathroom, 12 bed female dorm is shocking."
-1,"Needs separate shower area from sink/toilet so more than one person can use at one time."
1,"Shower was also EXTREMELY dirty."
-1,"Soap/dirt build up around bottom of tub made me cringe."
-1,"Guy came every morning to change the garbage & barely mop down the floor (basically soak up water), why couldn't he wash the tub?"
1,"Took 3 days to replace handsoap."
1,"Had to ask for top bed sheet (not provided)."
2,"Decent price, good location, nice staff!"
-1,"The place was located in a good place, about 5-10 mins walk to AMS central station and 15-20 minutes away from the red light district and 30 mins walk to Vondelpark, 15 mins to Westergasterras."
2,"I liked the place"
1,"the lobby was really small....was hoping to interact with other backpackers"
-1,"was cooped in the room instead."
-1,"My bed was great, all beds were individuals, no bunk beds."
2,"There's a cute balcony (really french doors) and you can look out on Spuistraat."
2,"Thanks for the great time."
-1,"The Hostel was a real nightmare."
-1,"We spent 3 nights in a 10-Femal-Dorm."
-1,"there have been 11 beds in the room and just one bathroom."
-1,"The sheets were dirty and the beds were old, squeaky and uncomfortable."
-1,"The whole place was dirty (especially the bathroom) and the staff seemed to be drunk and confused."
2,"Only the location was excellent."
-1,"It's located right in the middle of Amsterdam, only 5 min away from the train station."
2,"still I would never recommend this hostel to anyone."
1,"I dont how how its possible to this place be acceptable as a ''youth hostel''."
1,"."
-1,"The place is not cleaned enough.Toilets are a bit old."
1,"."
-1,"Also there is no toilet seats in the toilet.yes!"
1,"."
-2,"The mattress is thin than a paper so I was on the top of a bunk bed and the bed bar hit my back, thats ridiculous."
1,"you wont be able to sleep in this hostel."
-1,"there are no facilities at all."
1,"."
-1,"thumbs up for the location"
1,"Only one bathroom ( wc inside!!)"
1,"for a "10 beds" room."
-1," We were not sure that they clean the bathroom and room every day."
-1," the staff was just 'correct'."
-1,"Well the staff is no te very nice, they just don't care, the rooms are good"
1,"they need to have lights for each bed not one for the entire room, the wc is unbelievable small !!"
1,"and they need calefaction or better mantles."
1,"I will think twice before returning."
2,"it is a good value for money."
-1,"Had an awesome time here."
2,"Staff were great."
2,"Beds were fine."
2,"Good social vibe."
2,"great staff, fantastic location, highly recommended!!"
2,"I thought this place was great!"
-1,"It was much more then what i expected for my money, clean, good, helpful staff and we were lucky that we were with nice people, even if we had our own double room :) Location right next to train station, 7 min walk from food plaza, bars everywhere."
1,"Perhaps a lot of stairs,"
-1,"heck, it is Amsterdam :) A lot of gay bars all down the street,"
1,"not sure if that was because of Pride some time before :P I loved the place, and will definately come back there again :D"
2,"COLD... SO COLD.... FREEZING!!!!"
-1,"The hostel wasn't clean, WC were dirty and smelly, beds aren´t good"
2,"the location was really good."
-1,"There wasnt heating in the hostel, so sleeping was hard."
-1,"kitchen facilities were poor rather there wasnt any kitchen in the family accomodation part of the hostel."
2,"Loved this hostel."
1,"Would stay again no problem."
-1,"We stayed in a private double room with private en suite."
2,"Very clean, staff were friendly and helpful."
-1,"Only problem was that ours was on the very top floor and the stairs are small and very windy!"
-1,"it wasn't too bad."
-1,"There is also a gorge common room with a little balcony."
1,"Don't leave stuff in the fridge"
2,"cause people will take it!"
1,"Thanks again :) Cat."
-2,"A very plain hostel, cheap and close to the city."
1,"You get what you pay for so its a fair deal."
2,"Luxury seekers definitely shouldnt go there."
1,"Who just needs a convenient place to stay will be fine."
-1,"the true problem of this hostel is the space because there too many beds in small rooms and the bathroom is a bit ridicolous, the best thing is the location"
-1,"Excellent location, and if you literally just need a bed and internet then this is your place."
-1,"it has no common areas and if you stay in the mixed room downstairs the WC and showers are in front of receiption with no doors so is very weird and uncomfortable."
2,"Staff was very nice to me and location couldn't be bettter."
-1,"We stayed at the attic at the 6th floor, it was huge!"
2,"My husband loved it"
-1,"I hated climbing up and down 6 storeys...love it that they had a kettle to boil water."
1,"."
-1,"lighting was pretty dim."
1,"."
1,"I think those that came with bigger groups of friends would love the attic, there were two sofas in the room."
1,"."
-1,"heater wasn't really strong and we felt cold most of the time."
1,"."
2,"it's pretty good considering the amt we paid"
-1,"For this price to stay in excellent location, i have no complain!!"
-1,"  I definite like the rooms contains : 1."
1,"every bed is a single desk bed  2."
1,"we have a lot of comman space 3."
1,"Boconly 4."
-1,"Boiling water machine 5."
1,"Mircowaves 3."
2,"Aivengo Hostel is in a great location, close to the train station and within walking distance of all major sites."
3,"The staff when we arrived was very helpful and friendly providing us with a map and showing us where to go!"
-2,"We stayed in a 20 bed dorm which had uncomfortable beds and was really loud and the door to the dorm room didn't always lock."
-1,"The bathrooms were small and not very clean with no toilet seats."
1,"Hostel was a fine place to stay for 14€"
-1,"we probably wouldn't return."
1,"Staff were friendly/helpful."
2,"Location was good."
-1,"4 bed private room was large with high ceilings so was very cold- weather was freezing outside."
-1,"There were only thin wierd smelling blankets and pillows provided with hair on them!"
-1,"We were too scared to leave anything valuable there as the locker was broken and the front door had clearly previously been broken into- lots of paint and wood chipped under a new lock."
-1,"The mattress' were broken, lumpy and uncomfortable and bunkbeds were broken."
-1,"This is quite simply the least inviting place I have ever stayed in, including three of Amsterdam's other budget hostels."
-1,"That is to say I had low expectations"
1,"was still let down."
-1,"  Nowhere to relax (two 2-seat couches for 40 guests?)"
-2,", shocking security arrangements, lights too bright in the room, cramped and all-too-visible washing and toilet facilities, hot water only available from the shower."
-1,"  The staff's local knowledge was non-existent too.,"
1,"they were friendly enough."
2,"Great location, friendly staff, clean, handy lockers in bedroom, good value for money."
1,"Kitchen should be bigger"
2,"Amazing big double room not very expencive, 5 minutes fron the train station and from downtown, really nice and comfortable."
-1,"The only thing is that you get to excercise a bit, as it is(at least our private double room) at the 6th floor without elevator :) Definetely reccomended"
-1,"After a first night which was very cold (the heater didn't work), we complained and the gave us an electrical heater."
1,"The second night was much nicer !"
3,"The hostel is overpriced for the quality of the facilities, the kitchen consist in a microwave, a couple of cups, kettle, and a table and it is located right in the bathroom."
-1,"Besides the beds are in bad condition even the mattresses."
2,"on the other hand is very well located right in the city center, near from the train station and supermarkets."
2,"Super friendly staff, very helpful."
-1,"Perfect location, only a 5 min walk from Central Station and then only 5 mins from hostel to Dam Square."
2,"I spent a great time in aviengo hostel."
2,"Thanks for you welcome, I'm going to work my english :) and, I return see you soon ."
1,"."
-1,"if you're looking for a cheap bed for a few nights, this is it."
-1,"We had our own sleeping bags and it was great idea because in the hostel there are only thin blankets and it moght be cold during winter nights (it's definitely not a problem"
-1,"should be mentioned somewhere for people who are always cold)."
-1,"During weekend I think noone cleaned our bathroom and it wasn't in a perfect shape, there was no toilet paper."
1,""
2,"the location is soi great that any other things are not so importatn."
1,"."
1,";)"
-1,"Kitchen could not be used."
-1,"We had a comfortable 2nights stay with hostel aivengo."
-1,"We bookedthe 2 single beds in the attic."
1,"The room was clean & the same with the shower."
-1,"The only thing i could suggest is maybe a curtain for those bright mornings, brighter lights for the bedroom &bathroom.; At the time only lamp worked in bed area."
-1,"Must mention the stairs will be difficult for unfit ppl."
-1,"We really appreciated the help the guy at the front desk gave us, he walked us to our train!"
1,"thankyou so much it meant alot =)"
2,"Totally recommend this hostel."
2,"Very central and located on a quiet street."
2,"Staff very helpful."
-1,"Had a room on the fourth floor which was really spacious and warm."
1,"There was also a kitchenette which was handy."
2,"The bathroom was clean and the shower was powerful and hot."
2,"Good lockers and luggage storage facilities - all included."
-1,"I would definitely stay here again."
1,"If your looking for the basic package its ok nothing special you get a bed and a locker"
-1,"the location of the toilets left a lot to be desired, right next to the kitchen area ( a ledge a few plates and a kettle)"
-1,"then again it's Amsterdam so I suppose u don't have to use it."
2,"The room is roomy and pleasant."
3,"The location is excellent,"
1,"should improving the reception and appearance of the stairs and lobby."
-1,"It is only a pity."
1,"that the heating system was out of order."
2,"The rest was great and really thank you for giving us that room as we felt as we were the owner."
-1,"What´s important to know about this hostel and unfortunately not on the website: BRING A SLEEPING BAG!!"
1,"There are sheets on the mattress"
-1,"none for the blanket, and those are not being washed after using."
3," The location is perfect and the staff is very nice and helpful."
-1,", there are only 2 rooms with 20 beds each and 1 bathroom area, no common room or kitchen where you could hang out or eat something."
-1,"If you´re just there for going out and sleep, that´s totally fine."
-1,"At night it was very very cold.I had to sleep with my clothes and a jacket on."
1,""
2,"located in a great location, WiFi working great all the time and the stuff was mire than helpful."
-1,"The pictures from the site are not the real deal."
-1,"The hostel is not that pretty."
-1," The common area is too small to hang out and they do not organize any tours or activities so it is hard to meet people."
-1,"If you go alone, you will probable stay alone."
1,"People only hang out in the rooms."
2," The location is perfect,"
1,"."
2,"And they are clean enough."
2,"Location is great the staff are ok."
-1," I would recommend it"
-1,"not highly."
-1,"Its a sleeping hostel, its not expensive,"
1,"its not much, all"
-1,"i can say the wifi works in the room downstairs, theres no common room."
-1,"Ad no kitchen, no table to read in room an only 1 plug."
1,"Lucky for the people who were staying there at that moment."
2,"There was a English girl, with a plug multiplyer."
-1,"The matras is nothing and in winter time in Holland i really advise to bring a sleepingbag because the blanket provided is thinner as u skin."
1,"well located (5 min away from Centraal Station)."
-1,"Good enough if you just need a bed in a dorm for a very short stay."
-1,"- Not really a kitchen, just some stuff in the corner of the bathroom."
-1,"Bathroom is a open area direct next to the reception desk, with tiny facilities."
-2," - noisy and shaky bunk beds, no real pillows and blankets, therefore too cold to sleep comfortably  - no common room  Overall no comfort for few money."
1," "
2,"free internet and nice location, next to train station and shopping streets."
-1,"A great hostel to stay in :) staff were extremely helpful!!"
2,"The location is really good, very close to the train station, and it's on the big road, so very convenient."
1,""
-1,"it's too noisy at night."
1,"You can hear people speak loudly on the road and the street noise at midnight."
-1," It have the heatings in the room"
-1,"they just give you a thin blanket, it's a little cold at night."
-1," No breakfast."
2,"The rooms were very nice and I thought that everything was kept pretty clean."
-1,"The only complaint I would have is that the beds were really creaky and loud and we ran out of toilet paper and there wasn't any extra stored in the room."
-1,"it wasn't a big deal."
-1,"I felt safe the whole time and felt that my belongings were safe too."
3,"I really appreciated the free internet!"
2,"Overall, I think it was a great experience."
-1,"Only a 10-15 min walk from the train station."
-1,"15 min walk to the red light, close to all your restaurants and night life, I was here during ADE so plenty going on and wasnt far from many of the clubs."
2,"A great place to store my stuff and crash"
-1,"my particular bed was a shocker, made a noise to any movement."
2,"its beautiful room with a good view we have, and a little balcony with windows, unfortunately there's no kitchen."
-1,"probably because thats a very old building, so they're afraid of getting fire."
1,"we got a private double bed ensuite, so its more like a hotel room than a hostel."
2,"its great, the room is very huge!!"
-1,"the problem is, its on 6th floor and there's no elevator, its trully an exercise."
1,"it doesnt matter for us."
2,"we are very happy of stayed there."
-1,"Terrible."
-1,"Each morning the guy working at the hostel would walk in, turn the lights on an hour before check out, and play techno music loudly from the reception, which is right next to the dorms."
-1,"The bed consisted of a thin foam mattress, which meant you didn't sleep at all properly."
-1,"The blankets provided where thin, and no where near warm enough for end of October."
-1,"There are only two plugs in the dorm for 20 people, meaning you won't get a chance to charge phones/ipods."
2,"Hostel was good for its price, I was in a 20 room dorm with a couple friends."
2,"The beds are clean and comfortable, good toilets and showers."
-1,"Only thing that needed work was the kitchen that was small and pretty much in the toilet area."
-1,"Only a microwave and small fridge for 30+ people to use."
-1,"The communal area was small and in front of the reception so it was hard to socialise outside of your rooms."
2,"  All in all it was good for its worth and got what you needed the most."
1,"I would go again."
1,"Nice little hostel with rooms in different buildings..."
-1,"We booked this hostel because it was one of the only hostels with vacancy."
-1,"It was fairly cheap, and cheap is what we got."
-1,"The beds were barren, and somewhat dirty."
1,"Fortunately I had a sleeping bag with me as the sheet provided wouldn't have been of any use."
-1,"The staff was not very helpful, and even when advised of basic issues (e.g. no toilet paper in the bathroom) the issues remained unfixed."
-1," If you are on a tight budget, this place is cheap."
1,"the price is about all you get."
2,"Really, really liked it."
-1,"stayed in the 6th Floor 2 single bed private room where we had access to a living space, kitchen, and rooftop balcony."
1,"Is this really a hostel?"
-1,"  The staff were very cool and miss victoria explained everything very clearly."
1,"They even provided a map of the city which would cost you around 3 euros from tourist information."
-1,"Everything was fine, wouldn't hesitate to come back."
1,"Close to the Centraal train station and downtown."
2,"Great staff and hostel!"
2,"Staff was great!"
2,"One man with bit longer hair was nice all the time!"
2,"He help us with everything!"
2,"Great really!!!"
2,"Great friendly hostel."
-1,"  Only small detail: the blankets are too thin, duvets might be better (especially in the autumn)!"
-2,"The only think I find annoying were staires cause with luggage to drag it up and down was quite difficult."
2,"the female dorm was nice, clean enaugh."
2,"Be aware that it's better to bring you own balnket since they give you just plaid without any blanket."
-1,"1 bathroom for 10-12 girls is rather too bad I didn't experience many problems with it since all girls had different time schedule."
-1,"There was a mouse in the room that ate the food who were in bags that guests left the ground at night."
2,"And every day we had to wake up at 9 o'clock, because the woman cleaner opened the room, opened the windows and began to clean up even when you're sleeping."
3,"A great lack of respect!"
-1,"We booked a room for 4 people in a private dorm."
-1,"We were pleased to notice the cleanliness and the size of the room."
-2," The only problem in this room is that Amsterdam is quite cold the whole year and the blanket provided were really thin and old."
-1,"We would have hoped to get some real bed sheets with real blankets."
-1,"It was hard on all of us."
2,"The people who work there make that place amazing!"
2," also the art of the hostel is amazing."
-1,"This hostel was cheap and no fuss."
-1,"The staff were friendly and the location of the hostel is excellent, only five minutes walk from Centraal Train Station."
-1,"I wouldn't stay here if you are staying in Amsterdam for more than four days - there are very few powerpoints and the rooms are huge with loads of beds, so not much privacy."
-1,"there are a couple of computers with free internet, and you're only a few minutes walk from everything."
2,"The hostel is well located"
-1,"the staff is not friendly (there is an exception)."
-1,"The room is disorganized and they don't have pillows, they offer something like a small pad to sleep."
1,"They don't have a kitchen"
1,"just a microwave"
1,"they don't offer plates or cutlery."
1,"It means you can't prepare anything to eat there."
-1,"There is no a table to eat or to use your own computer as well."
-1,"Very minimal and small"
-1,"cheap and in a good location."
-1,"Excellent location in central Amsterdam."
-1,"Too many stairs and noisy guests,"
2,"if you just want to sleep there it's very good!"
2,"Not really a great place to stay to be honest, I felt like staying in on of those places that gives charity to homeless people."
-2,"The room is just horrible, you can hear everything from the outside, even the steps from people walking on the sidewalk, no heat at all, the blanket was so thing that I had to sleep with my sweater because it gets so cold at night and also they don't even bother on changing the bed sheets, and they open leave the door open in the morning,even if you are still sleeping."
-1,"My dorm was in the adjacent building, on the fourth floor with no elevator."
1,"the room was airy and bright, with an ensuite bathroom and a kitchenette (fridge and sink, no stove)."
-1,"Each guest gets a locker for free (10 euro deposit)."
1,"The dorm for women seemed A LOT nicer than the onw for men"
2,"This hostel was very clean and the location was perfect - really close to everything."
2,"We enjoyed our stay here."
-1,"Definitely not a party type hostel which isn't necessarily a bad thing it just depends what you are after."
2,"This place is in a great location, the showers are small"
2,"pump out hot water, wifi is strong, the staff are helpful and the place is nicely decorated."
1,"Most guests found it strange to have the reception right there next to the toilets showers and wash basins."
-1,"I didnt mind too much especially when your towel drops while your brushing your teeth and 4 danish girls are checking in next to you."
-1,"They need thicker beds,pillows and checkout should be 11am."
1,"These simple things might improve ya rating!"
1,"the hostel was OK,"
-2,"way too expensive for the facilities provided.the hostel was cold, dirty and the code for the door could have been broken by a monkey."
-1,"Iv been to Amsterdam many times and all the budget accommadation in the city center is bad and very pricey, I ask why?"
2,"It was great"
-1,"kitchen should be little big n separate from  washroom area."
1,"I give 8/10"
2,"I had a great stay at Aivengo."
2,"Really nice staff and the all-female dorm was great."
-1,"The mixed dorms on the ground floor looked really hectic, so I wouldn't stay there if I were travelling with a mixed group,"
-1,"I would definitely stay there again in the female dorm."
-1,"You pay for what you get, It was a cheap option that I was pretty happy with really."
1,"Would stay here again."
2,"Handy and a bit more quiet location"
1,"in the center."
2,"We stayed in a big dorm located in a building next door, a large, nice, and light room with its own kitchen and bathroom and semi-balcony."
-1,"The only thing that was not so satisfying were the iron beds keeping a lot of noise, can they be lubricated or something?"
2,";) Otherwise totally recommended!"
-1,"it is not possible to get a nights sleep here as lights are always on in the dorm room nd no one will keep theire voice down even late at night."
1,"so if you come to party and need a place to crash this may be it."
-1," if you come to do stuff during the day this is not recommended."
-2,"also the bed I slept in was very poor, I´ve slept on benches that was better."
-1,"the toilet is too small, only blanket for cover is not enough, better to have plug in the room"
-1,"The hostel was clean and well-managed and the staff were very friendly and extremely helpful."
-1,"They offered suggestions on where to go, including how to stay safe because we were two females travelling alone."
-1,"Any concerns we had were dealt with quickly and efficiently."
-1,"A bag was left behind on our last day and the staff went out of their way to have it returned."
2,"I had a fantastic stay and would definitely go back to Aivengo if I am ever in Amsterdam again."
2,"I recommend staying here!!"
1,"We had a fabulous time at the Aivengo."
-1,"We were travelling in a group of 9 and felt like we had our own private flat."
2,"The staff were nice and helpful and the location was excellent."
-1,"The only downfall we had was that the hot water ran out after around the 6th persons shower, make sure you get in first!"
2,"We had a fun filled weekend!"
2,"Wonderful location (practically in the center)."
1,"Safe area."
1,"Would stay again."
-1,"Only warning is be ready to be fighting to keep your phone with battery since there are only four electrical outlets for 20 people."
-1,"I agree with everyone that the blanket was too thin."
2,"I slept under my jacket as well to keep warm."
2,"Otherwise an acceptable centrally located hostel at a good price."
2,"I thought the security on the female dorms was good, and the staff were friendly."
-1,"I wish the sinks and the shower were not in the same room, because brushing your teeth in the morning could take a while."
2,"The internet was free, which was great,"
-1,"tended to be unreliable, particularly during peak periods."
1,"I'd stay again."
2,"Good price."
-1,"We booked for 3 people in a 10 person room."
-1,"The room was overbooked, so we were always 11-12 people, and there was ONLY ONE bathroom for all of us (which also contained the shower, so for one you waited forever) ."
-1,"To top it off the bathroom made the room noisy constantly."
-2,"  The last night I had a matress instead of a bed, so I was provided with a 'matress' that was maybe 5 cm thick, and a pillow that was smaller than my wallet."
-1,"It would have been the same if I slept on the floor."
-1,"The hostel is quite easy to find n is a convient location as it is near the Amsterdam central station."
1,"Besides the hostel doesn't have elevator n I have to go to 5/F every day, everything is pretty good."
2,"wow!"
2,"For a hostel a this price I have to admit I was scared and sceptical!"
1,"People who are used to sleepe in hostel will understand ;)!"
2,"very good stay, we were able to let our luggage at the reception the last day."
2,"Everything if very well furnished and very clean and guess what!"
2,": quiet by night in the middle Amsterdam!"
-1,"The people sleeping here are here to sleep and not continuing their night!"
2,"highly recommended!"
2,"Bring your own sheets."
2,"The female only dorm is good."
1,"The mixed dorm not that attractive..."
-1,"We stayed in the female room on the 4th floor."
1,"The room and the facilities were pretty much OK except for several things."
-1," If you need wifi you better stay on the first or second floor, because the signal doesn't reach the upper floors."
-1,"Be aware that there are mice on the premises - a lot of them :) They come out only in the night and if you leave any food outside the kitchen cabinets, fridge or inside your bag you'll not be able to sleep."
-1,"Do not leave your bags open in the night!"
1,":)"
-1,"Uncomfortable bed in a cold room with only a very thin blanket."
-1,"Don't expect a good nights sleep here."
2,"Free WiFi is good"
1,", as is the location."
-2,"The staff was helpful, the girl's dorm was clean, the bed was a bit squeaky and the blanket a bit too thin."
2,"The location is good."
2,"Good value for the price."
-1,"No bed sheet and a too light blanket."
1,"The first night the heater was broken."
-1,"Terrible smell of vomit for 3 days."
1,"The place was almost clean"
-1,"the smell was unacceptable."
1,"No common areas."
1,"The 'kitchen' is in the bathroom and the bathroom is in the atrium divided by a curtain."
3,"The position of the hostel is excellent"
-1,"it offers a really poor service."
-1,"It compleatly miss the hostel atmosphere: a place to meet people."
-2,"too Cold, very bad condition."
1,"need some renewal."
2,"investing some € is a must!"
-1," Stuff was Okay, location is close to the main station."
-1,"Cute inexpensive hostel within 5min walking distance of Amsterdam central station."
2,"Very charming."
2,"The dorm we stayed in was equipped with fridges, a microwave and an electric kettle - very practical!"
-1,"Only the beds were slightly uncomfortable,"
-1,"we were so tired at the end of the day that we slept anyway."
1,"^^"
-1,"The place was not well illuminated, and the beds were not comfortable."
-1,"IT DID NOT HAVE SOCKETS TO CHARGE THE BATTERIES OF COMPUTERS AND CAMERAS...WE ARE TRAVELING, SO WE NEED ELECTRICITY FOR OUR EQUIPMENTS!!!"
-1,"The rooms were not well warmed, and there are not places to eat."
1,"should be more selfserved dishes or cooking instuments"
3,"It was nice and pleasant stay."
2,"Good considering the budget."
2,"Everything was very good except for the beds which were noisy and unconfortable I will sure recommend this place"
2,"Good Hostel, great location."
-1,"It is negative that this hostel has no space for kitchen and living room."
-1,"And it was really annoying that they were opening the door every morning at 9 o clock and the cold was passing inside the room."
2,"They must respect their clients"
2,"Great location!"
1,"Everything you would expect for the price."
1,"Nasty place"
2,"in a very good location...DON'T GO TO THIS PLACE!"
2,"The location is amazing, and I felt very safe in the neighborhood by myself even at night."
-1,"I stayed in the female dorm which I would definitely recommend to other females."
2,"Its a cool loft setup with our own bathroom and kitchen."
-1,"The mixed rooms were right off reception along with the bathrooms and seemed like they lacked any privacy."
-1,"There was also no common room so its difficult to meet people outside of your dorm."
1,"Ultimately"
3,"I enjoyed my stay and would stay here again!"
-1,"the room was great, the lobby was a bit smelly."
2,"overall very recommendable!"
2,"rooms are very nice with lock provided."
